Usage,Timestep,InventoryCode,Domain
12,43,46,B
12,44,46,B
12,45,46,B
13,46,46,B
13,47,46,B
13,48,46,B
13,49,46,B
13,50,46,B
13,51,46,B
13,52,46,B
14,53,46,B
14,54,46,B
14,55,46,B
14,56,46,B
15,57,46,B
15,58,46,B
15,59,46,B
15,60,46,B
15,61,46,B
15,62,46,B
15,63,46,B
16,64,46,B
16,65,46,B
15,66,46,B
16,67,46,B
16,68,46,B
16,69,46,B
16,70,46,B
17,71,46,B
17,72,46,B
16,73,46,B
17,74,46,B
17,75,46,B
1,1,47,B
1,2,47,B
1,3,47,B
1,4,47,B
1,5,47,B
1,6,47,B
1,7,47,B
1,8,47,B
1,9,47,B
1,10,47,B
1,11,47,B
1,12,47,B
1,13,47,B
1,14,47,B
1,15,47,B
1,16,47,B
1,17,47,B
1,18,47,B
1,19,47,B
1,20,47,B
1,21,47,B
1,22,47,B
1,23,47,B
1,24,47,B
1,25,47,B
1,26,47,B
1,27,47,B
1,28,47,B
1,29,47,B
1,30,47,B
1,31,47,B
1,32,47,B
1,33,47,B
1,34,47,B
1,35,47,B
1,36,47,B
1,37,47,B
1,38,47,B
1,39,47,B
1,40,47,B
1,41,47,B
1,42,47,B
1,43,47,B
1,44,47,B
1,45,47,B
1,46,47,B
1,47,47,B
1,48,47,B
1,49,47,B
1,50,47,B
1,51,47,B
1,52,47,B
1,53,47,B
1,54,47,B
1,55,47,B
1,56,47,B
1,57,47,B
1,58,47,B
3,59,47,B
3,60,47,B
6,61,47,B
9,62,47,B
12,63,47,B
15,64,47,B
15,65,47,B
12,66,47,B
14,67,47,B
17,68,47,B
19,69,47,B
21,70,47,B
24,71,47,B
24,72,47,B
24,73,47,B
26,74,47,B
28,75,47,B
5,1,48,B
5,2,48,B
5,3,48,B
5,4,48,B
5,5,48,B
5,6,48,B
5,7,48,B
5,8,48,B
5,9,48,B
5,10,48,B
5,11,48,B
5,12,48,B
5,13,48,B
5,14,48,B
5,15,48,B
5,16,48,B
5,17,48,B
5,18,48,B
5,19,48,B
5,20,48,B
5,21,48,B
5,22,48,B
5,23,48,B
5,24,48,B
5,25,48,B
5,26,48,B
5,27,48,B
5,28,48,B
5,29,48,B
5,30,48,B
5,31,48,B
5,32,48,B
5,33,48,B
5,34,48,B
5,35,48,B
5,36,48,B
5,37,48,B
5,38,48,B
5,39,48,B
5,40,48,B
5,41,48,B
5,42,48,B
5,43,48,B
5,44,48,B
5,45,48,B
5,46,48,B
5,47,48,B
5,48,48,B
5,49,48,B
5,50,48,B
5,51,48,B
5,52,48,B
5,53,48,B
5,54,48,B
5,55,48,B
5,56,48,B
5,57,48,B
5,58,48,B
5,59,48,B
5,60,48,B
5,61,48,B
5,62,48,B
5,63,48,B
5,64,48,B
5,65,48,B
5,66,48,B
5,67,48,B
5,68,48,B
5,69,48,B
5,70,48,B
5,71,48,B
5,72,48,B
5,73,48,B
5,74,48,B
5,75,48,B
1,1,49,B
1,2,49,B
1,3,49,B
1,4,49,B
1,5,49,B
1,6,49,B
1,7,49,B
1,8,49,B
1,9,49,B
1,10,49,B
1,11,49,B
1,12,49,B
1,13,49,B
1,14,49,B
1,15,49,B
1,16,49,B
1,17,49,B
1,18,49,B
1,19,49,B
1,20,49,B
1,21,49,B
1,22,49,B
1,23,49,B
1,24,49,B
1,25,49,B
1,26,49,B
1,27,49,B
1,28,49,B
1,29,49,B
1,30,49,B
1,31,49,B
1,32,49,B
1,33,49,B
1,34,49,B
1,35,49,B
1,36,49,B
1,37,49,B
1,38,49,B
1,39,49,B
1,40,49,B
1,41,49,B
1,42,49,B
1,43,49,B
1,44,49,B
1,45,49,B
1,46,49,B
1,47,49,B
1,48,49,B
1,49,49,B
1,50,49,B
1,51,49,B
1,52,49,B
1,53,49,B
1,54,49,B
1,55,49,B
1,56,49,B
1,57,49,B
42,58,49,B
40,59,49,B
40,60,49,B
40,61,49,B
40,62,49,B
40,63,49,B
40,64,49,B
40,65,49,B
81,66,49,B
82,67,49,B
83,68,49,B
83,69,49,B
84,70,49,B
84,71,49,B
84,72,49,B
84,73,49,B
84,74,49,B
85,75,49,B
17036703607,1,0,C[ii]
16177710148,2,0,C[ii]
17179869184,3,0,C[ii]
16034544571,4,0,C[ii]
16750372454,5,0,C[ii]
16893538030,6,0,C[ii]
17179869184,7,0,C[ii]
17323034760,8,0,C[ii]
16320875724,9,0,C[ii]
17323034760,10,0,C[ii]
17752531490,11,0,C[ii]
17752531490,12,0,C[ii]
17179869184,13,0,C[ii]
17609365913,14,0,C[ii]
32212254720,15,0,C[ii]
33500744908,16,0,C[ii]
33357579332,17,0,C[ii]
33643910485,18,0,C[ii]
33357579332,19,0,C[ii]
34216572791,20,0,C[ii]
32212254720,21,0,C[ii]
30494267801,22,0,C[ii]
32212254720,23,0,C[ii]
31782757990,24,0,C[ii]
30207936648,25,0,C[ii]
29348943189,26,0,C[ii]
32641751449,27,0,C[ii]
31353261260,28,0,C[ii]
31353261260,29,0,C[ii]
32200564523,30,0,C[ii]
31411158456,31,0,C[ii]
32271908409,32,0,C[ii]
32736755564,33,0,C[ii]
32685460365,34,0,C[ii]
32735388585,35,0,C[ii]
13743895347,1,1,C[ii]
13457564194,2,1,C[ii]
13457564194,3,1,C[ii]
14030226500,4,1,C[ii]
14030226500,5,1,C[ii]
13457564194,6,1,C[ii]
12884901888,7,1,C[ii]
13457564194,8,1,C[ii]
14889219959,9,1,C[ii]
14889219959,10,1,C[ii]
14602888806,11,1,C[ii]
14030226500,12,1,C[ii]
13743895347,13,1,C[ii]
14030226500,14,1,C[ii]
14030226500,15,1,C[ii]
13457564194,16,1,C[ii]
12312239581,17,1,C[ii]
11166914969,18,1,C[ii]
13743895347,19,1,C[ii]
13743895347,20,1,C[ii]
13457564194,21,1,C[ii]
13743895347,22,1,C[ii]
14030226500,23,1,C[ii]
14316557653,24,1,C[ii]
14889219959,25,1,C[ii]
14316557653,26,1,C[ii]
14316557653,27,1,C[ii]
13743895347,28,1,C[ii]
13743895347,29,1,C[ii]
12586170161,30,1,C[ii]
12816932069,31,1,C[ii]
12842278995,32,1,C[ii]
12342110270,33,1,C[ii]
12271908699,34,1,C[ii]
12354105207,35,1,C[ii]
456619895,1,2,C[ii]
466546414,2,2,C[ii]
487098504,3,2,C[ii]
489894707,4,2,C[ii]
440122299,5,2,C[ii]
462491921,6,2,C[ii]
469762048,7,2,C[ii]
446833186,8,2,C[ii]
488776226,9,2,C[ii]
676121804,10,2,C[ii]
518975214,11,2,C[ii]
719742566,12,2,C[ii]
552529646,13,2,C[ii]
644245094,14,2,C[ii]
612927624,15,2,C[ii]
570425344,16,2,C[ii]
578254711,17,2,C[ii]
619638510,18,2,C[ii]
675003323,19,2,C[ii]
740993706,20,2,C[ii]
595031927,21,2,C[ii]
690102818,22,2,C[ii]
614605346,23,2,C[ii]
619638510,24,2,C[ii]
590558003,25,2,C[ii]
586643319,26,2,C[ii]
1317570696,27,2,C[ii]
1171049676,28,2,C[ii]
1103381572,29,2,C[ii]
691500919,30,2,C[ii]
611967991,31,2,C[ii]
916711148,32,2,C[ii]
1184215663,33,2,C[ii]
868517620,34,2,C[ii]
793524178,35,2,C[ii]
12884901888,1,3,C[ii]
13743895347,2,3,C[ii]
13600729770,3,3,C[ii]
13457564194,4,3,C[ii]
14602888806,5,3,C[ii]
14459723229,6,3,C[ii]
14173392076,7,3,C[ii]
14459723229,8,3,C[ii]
14030226500,9,3,C[ii]
13743895347,10,3,C[ii]
13600729770,11,3,C[ii]
13743895347,12,3,C[ii]
13887060923,13,3,C[ii]
14030226500,14,3,C[ii]
13457564194,15,3,C[ii]
13743895347,16,3,C[ii]
13743895347,17,3,C[ii]
13457564194,18,3,C[ii]
13600729770,19,3,C[ii]
13743895347,20,3,C[ii]
13743895347,21,3,C[ii]
14602888806,22,3,C[ii]
16320875724,23,3,C[ii]
16177710148,24,3,C[ii]
16750372454,25,3,C[ii]
16177710148,26,3,C[ii]
15891378995,27,3,C[ii]
15748213418,28,3,C[ii]
16177710148,29,3,C[ii]
16177710148,30,3,C[ii]
15906596675,31,3,C[ii]
17323973908,32,3,C[ii]
16531297572,33,3,C[ii]
15850207209,34,3,C[ii]
17111268682,35,3,C[ii]
57042534,1,4,C[ii]
42502280,2,4,C[ii]
58161015,3,4,C[ii]
60397977,4,4,C[ii]
52568610,5,4,C[ii]
53687091,6,4,C[ii]
59279496,7,4,C[ii]
61516458,8,4,C[ii]
64871901,9,4,C[ii]
59838737,10,4,C[ii]
62634939,11,4,C[ii]
52009369,12,4,C[ii]
64312661,13,4,C[ii]
68786585,14,4,C[ii]
53127850,15,4,C[ii]
70464307,16,4,C[ii]
56483293,17,4,C[ii]
50331648,18,4,C[ii]
51450129,19,4,C[ii]
60397977,20,4,C[ii]
55364812,21,4,C[ii]
47535445,22,4,C[ii]
48653926,23,4,C[ii]
50331648,24,4,C[ii]
45857723,25,4,C[ii]
57042534,26,4,C[ii]
51450129,27,4,C[ii]
54246331,28,4,C[ii]
58720256,29,4,C[ii]
62634939,30,4,C[ii]
67147647,31,4,C[ii]
56435944,32,4,C[ii]
57190370,33,4,C[ii]
60355957,34,4,C[ii]
59959853,35,4,C[ii]
5100273664,1,5,C[ii]
3937053354,2,5,C[ii]
7543036313,3,5,C[ii]
4348654387,4,5,C[ii]
4858681753,5,5,C[ii]
4294967296,6,5,C[ii]
4473924266,7,5,C[ii]
7256705160,8,5,C[ii]
7838315315,9,5,C[ii]
7793576072,10,5,C[ii]
7641462647,11,5,C[ii]
7525140616,12,5,C[ii]
7596723404,13,5,C[ii]
7525140616,14,5,C[ii]
7516192768,15,5,C[ii]
7551984162,16,5,C[ii]
7730941132,17,5,C[ii]
7498297070,18,5,C[ii]
7426714282,19,5,C[ii]
6907739067,20,5,C[ii]
7015113250,21,5,C[ii]
7355131494,22,5,C[ii]
7265653009,23,5,C[ii]
6281389670,24,5,C[ii]
1664299827,25,5,C[ii]
1574821341,26,5,C[ii]
1449551462,27,5,C[ii]
2308544921,28,5,C[ii]
2559084680,29,5,C[ii]
1413760068,30,5,C[ii]
2267387948,31,5,C[ii]
2724983054,32,5,C[ii]
2631132332,33,5,C[ii]
2305248040,34,5,C[ii]
2271536891,35,5,C[ii]
6442450944,1,6,C[ii]
6728782097,2,6,C[ii]
6442450944,3,6,C[ii]
6514033732,4,6,C[ii]
6585616520,5,6,C[ii]
6800364885,6,6,C[ii]
6728782097,7,6,C[ii]
6585616520,8,6,C[ii]
6585616520,9,6,C[ii]
6657199308,10,6,C[ii]
6585616520,11,6,C[ii]
6012954214,12,6,C[ii]
6156119790,13,6,C[ii]
5941371426,14,6,C[ii]
6299285367,15,6,C[ii]
6227702579,16,6,C[ii]
5798205849,17,6,C[ii]
6156119790,18,6,C[ii]
6084537002,19,6,C[ii]
6370868155,20,6,C[ii]
6370868155,21,6,C[ii]
6156119790,22,6,C[ii]
6370868155,23,6,C[ii]
6442450944,24,6,C[ii]
6442450944,25,6,C[ii]
6156119790,26,6,C[ii]
6084537002,27,6,C[ii]
6370868155,28,6,C[ii]
6084537002,29,6,C[ii]
6240736019,30,6,C[ii]
6783724522,31,6,C[ii]
6323372417,32,6,C[ii]
6469899870,33,6,C[ii]
6436544709,34,6,C[ii]
6272389113,35,6,C[ii]
93952409,1,7,C[ii]
64871901,2,7,C[ii]
73819750,3,7,C[ii]
77175193,4,7,C[ii]
81649117,5,7,C[ii]
83886080,6,7,C[ii]
92833928,7,7,C[ii]
69345826,8,7,C[ii]
79412155,9,7,C[ii]
74938231,10,7,C[ii]
98426333,11,7,C[ii]
97307852,12,7,C[ii]
96189371,13,7,C[ii]
99544814,14,7,C[ii]
83886080,15,7,C[ii]
85004561,16,7,C[ii]
79412155,17,7,C[ii]
72701269,18,7,C[ii]
81649117,19,7,C[ii]
101781777,20,7,C[ii]
78293674,21,7,C[ii]
83886080,22,7,C[ii]
77175193,23,7,C[ii]
78293674,24,7,C[ii]
83886080,25,7,C[ii]
71582788,26,7,C[ii]
74938231,27,7,C[ii]
76056712,28,7,C[ii]
87241523,29,7,C[ii]
79520595,30,7,C[ii]
77754144,31,7,C[ii]
75160902,32,7,C[ii]
86595154,33,7,C[ii]
75570844,34,7,C[ii]
85392209,35,7,C[ii]
7945689497,1,8,C[ii]
8088855074,2,8,C[ii]
7874106709,3,8,C[ii]
7802523921,4,8,C[ii]
8160437862,5,8,C[ii]
7945689497,6,8,C[ii]
7587775556,7,8,C[ii]
8232020650,8,8,C[ii]
8160437862,9,8,C[ii]
7945689497,10,8,C[ii]
7730941132,11,8,C[ii]
7587775556,12,8,C[ii]
7516192768,13,8,C[ii]
7659358344,14,8,C[ii]
8088855074,15,8,C[ii]
7659358344,16,8,C[ii]
8733100168,17,8,C[ii]
7945689497,18,8,C[ii]
7945689497,19,8,C[ii]
8733100168,20,8,C[ii]
7802523921,21,8,C[ii]
8232020650,22,8,C[ii]
8088855074,23,8,C[ii]
8088855074,24,8,C[ii]
8446769015,25,8,C[ii]
8017272285,26,8,C[ii]
8088855074,27,8,C[ii]
7874106709,28,8,C[ii]
7730941132,29,8,C[ii]
7196216847,30,8,C[ii]
7987130509,31,8,C[ii]
7991270778,32,8,C[ii]
6629531295,33,8,C[ii]
7983040554,34,8,C[ii]
7909312835,35,8,C[ii]
8303603438,1,9,C[ii]
7015113250,2,9,C[ii]
7301444403,3,9,C[ii]
6585616520,4,9,C[ii]
7158278826,5,9,C[ii]
7158278826,6,9,C[ii]
6871947673,7,9,C[ii]
7158278826,8,9,C[ii]
7874106709,9,9,C[ii]
7730941132,10,9,C[ii]
7587775556,11,9,C[ii]
8160437862,12,9,C[ii]
7730941132,13,9,C[ii]
7730941132,14,9,C[ii]
8303603438,15,9,C[ii]
7730941132,16,9,C[ii]
7444609979,17,9,C[ii]
7587775556,18,9,C[ii]
9019431321,19,9,C[ii]
9878424780,20,9,C[ii]
9019431321,21,9,C[ii]
8160437862,22,9,C[ii]
7158278826,23,9,C[ii]
7444609979,24,9,C[ii]
6871947673,25,9,C[ii]
7015113250,26,9,C[ii]
8017272285,27,9,C[ii]
8303603438,28,9,C[ii]
7874106709,29,9,C[ii]
8121674306,30,9,C[ii]
8594358515,31,9,C[ii]
8220003187,32,9,C[ii]
8675204558,33,9,C[ii]
8246089981,34,9,C[ii]
8409474540,35,9,C[ii]
1456262348,1,10,C[ii]
1476395008,2,10,C[ii]
1458499310,3,10,C[ii]
0,4,10,C[ii]
0,5,10,C[ii]
0,6,10,C[ii]
0,7,10,C[ii]
0,8,10,C[ii]
0,9,10,C[ii]
0,10,10,C[ii]
0,11,10,C[ii]
0,12,10,C[ii]
0,13,10,C[ii]
0,14,10,C[ii]
0,15,10,C[ii]
0,16,10,C[ii]
0,17,10,C[ii]
0,18,10,C[ii]
0,19,10,C[ii]
0,20,10,C[ii]
0,21,10,C[ii]
0,22,10,C[ii]
0,23,10,C[ii]
0,24,10,C[ii]
0,25,10,C[ii]
0,26,10,C[ii]
0,27,10,C[ii]
0,28,10,C[ii]
0,29,10,C[ii]
0,30,10,C[ii]
0,31,10,C[ii]
0,32,10,C[ii]
0,33,10,C[ii]
0,34,10,C[ii]
0,35,10,C[ii]
33417557,1,11,C[ii]
27964962,2,11,C[ii]
33835895,3,11,C[ii]
35934139,4,11,C[ii]
35095074,5,11,C[ii]
35374967,6,11,C[ii]
36632234,7,11,C[ii]
39988019,8,11,C[ii]
41246446,9,11,C[ii]
36073813,10,11,C[ii]
39289446,11,11,C[ii]
39010030,12,11,C[ii]
43763234,13,11,C[ii]
38031086,14,11,C[ii]
44322679,15,11,C[ii]
53130649,16,11,C[ii]
40268185,17,11,C[ii]
42644889,18,11,C[ii]
41806028,19,11,C[ii]
43763438,20,11,C[ii]
41106705,21,11,C[ii]
42365405,22,11,C[ii]
39569066,23,11,C[ii]
35934276,24,11,C[ii]
38450517,25,11,C[ii]
38589713,26,11,C[ii]
39848755,27,11,C[ii]
49216170,28,11,C[ii]
44741836,29,11,C[ii]
47118609,30,11,C[ii]
41832450,31,11,C[ii]
40248619,32,11,C[ii]
38434641,33,11,C[ii]
40068923,34,11,C[ii]
38401572,35,11,C[ii]
6370868155,1,12,C[ii]
6728782097,2,12,C[ii]
6514033732,3,12,C[ii]
6514033732,4,12,C[ii]
6728782097,5,12,C[ii]
6800364885,6,12,C[ii]
6728782097,7,12,C[ii]
6621407914,8,12,C[ii]
6549825126,9,12,C[ii]
6692990702,10,12,C[ii]
6764573491,11,12,C[ii]
5977162820,12,12,C[ii]
6012954214,13,12,C[ii]
5977162820,14,12,C[ii]
6012954214,15,12,C[ii]
6299285367,16,12,C[ii]
5869788637,17,12,C[ii]
6156119790,18,12,C[ii]
6048745608,19,12,C[ii]
6335076761,20,12,C[ii]
6585616520,21,12,C[ii]
5977162820,22,12,C[ii]
6299285367,23,12,C[ii]
6442450944,24,12,C[ii]
6514033732,25,12,C[ii]
6191911185,26,12,C[ii]
6084537002,27,12,C[ii]
6370868155,28,12,C[ii]
6156119790,29,12,C[ii]
6265373478,30,12,C[ii]
6485586733,31,12,C[ii]
6265032491,32,12,C[ii]
6398987575,33,12,C[ii]
6405161083,34,12,C[ii]
6280325187,35,12,C[ii]
13457564194,1,13,C[ii]
12956484676,2,13,C[ii]
12741736311,3,13,C[ii]
13529146982,4,13,C[ii]
14602888806,5,13,C[ii]
13887060923,6,13,C[ii]
13887060923,7,13,C[ii]
14316557653,8,13,C[ii]
13171233041,9,13,C[ii]
13600729770,10,13,C[ii]
13457564194,11,13,C[ii]
12884901888,12,13,C[ii]
12169074005,13,13,C[ii]
12169074005,14,13,C[ii]
13028067464,15,13,C[ii]
11882742852,16,13,C[ii]
12025908428,17,13,C[ii]
12312239581,18,13,C[ii]
12884901888,19,13,C[ii]
12884901888,20,13,C[ii]
12455405158,21,13,C[ii]
12598570734,22,13,C[ii]
13600729770,23,13,C[ii]
13600729770,24,13,C[ii]
13457564194,25,13,C[ii]
13028067464,26,13,C[ii]
13743895347,27,13,C[ii]
13314398617,28,13,C[ii]
14316557653,29,13,C[ii]
13367625895,30,13,C[ii]
13973918922,31,13,C[ii]
14331651289,32,13,C[ii]
12468681677,33,13,C[ii]
12260992453,34,13,C[ii]
13106314893,35,13,C[ii]
11739577275,1,14,C[ii]
12598570734,2,14,C[ii]
13171233041,3,14,C[ii]
12598570734,4,14,C[ii]
13171233041,5,14,C[ii]
7158278826,6,14,C[ii]
6871947673,7,14,C[ii]
13171233041,8,14,C[ii]
12598570734,9,14,C[ii]
12598570734,10,14,C[ii]
12598570734,11,14,C[ii]
13171233041,12,14,C[ii]
12884901888,13,14,C[ii]
12884901888,14,14,C[ii]
8446769015,15,14,C[ii]
7587775556,16,14,C[ii]
7444609979,17,14,C[ii]
7730941132,18,14,C[ii]
9019431321,19,14,C[ii]
9878424780,20,14,C[ii]
8876265745,21,14,C[ii]
7301444403,22,14,C[ii]
8446769015,23,14,C[ii]
9305762474,24,14,C[ii]
8446769015,25,14,C[ii]
9735259204,26,14,C[ii]
8017272285,27,14,C[ii]
8160437862,28,14,C[ii]
8446769015,29,14,C[ii]
8757492261,30,14,C[ii]
8077238228,31,14,C[ii]
8720640495,32,14,C[ii]
8691381090,33,14,C[ii]
8220631750,34,14,C[ii]
7932327394,35,14,C[ii]
536870912,1,15,C[ii]
429496729,2,15,C[ii]
572662306,3,15,C[ii]
536870912,4,15,C[ii]
501079517,5,15,C[ii]
536870912,6,15,C[ii]
572662306,7,15,C[ii]
465288123,8,15,C[ii]
465288123,9,15,C[ii]
465288123,10,15,C[ii]
501079517,11,15,C[ii]
536870912,12,15,C[ii]
465288123,13,15,C[ii]
501079517,14,15,C[ii]
465288123,15,15,C[ii]
429496729,16,15,C[ii]
501079517,17,15,C[ii]
465288123,18,15,C[ii]
536870912,19,15,C[ii]
572662306,20,15,C[ii]
608453700,21,15,C[ii]
572662306,22,15,C[ii]
608453700,23,15,C[ii]
608453700,24,15,C[ii]
322122547,25,15,C[ii]
393705335,26,15,C[ii]
393705335,27,15,C[ii]
286331153,28,15,C[ii]
357913941,29,15,C[ii]
429496729,30,15,C[ii]
277479505,31,15,C[ii]
310070184,32,15,C[ii]
366035820,33,15,C[ii]
380265312,34,15,C[ii]
380932776,35,15,C[ii]
4366551176,1,16,C[ii]
3901263052,2,16,C[ii]
4330759782,3,16,C[ii]
4688673723,4,16,C[ii]
4867630694,5,16,C[ii]
4796047906,6,16,C[ii]
5046587665,7,16,C[ii]
4831839300,8,16,C[ii]
4867630694,9,16,C[ii]
4724465117,10,16,C[ii]
4688673723,11,16,C[ii]
4831839300,12,16,C[ii]
4796047906,13,16,C[ii]
4581299541,14,16,C[ii]
4294968388,15,16,C[ii]
4259176994,16,16,C[ii]
4259176994,17,16,C[ii]
4402342570,18,16,C[ii]
4652882329,19,16,C[ii]
4366551176,20,16,C[ii]
4617090935,21,16,C[ii]
5082379059,22,16,C[ii]
4975004876,23,16,C[ii]
5082379059,24,16,C[ii]
4796047906,25,16,C[ii]
5869789730,26,16,C[ii]
6012956398,27,16,C[ii]
5655041365,28,16,C[ii]
5511875788,29,16,C[ii]
5655042457,30,16,C[ii]
5469312661,31,16,C[ii]
5413566651,32,16,C[ii]
5610968040,33,16,C[ii]
5905383211,34,16,C[ii]
5748399867,35,16,C[ii]
1064793975,1,17,C[ii]
956126549,2,17,C[ii]
1141759453,3,17,C[ii]
1204953634,4,17,C[ii]
1355039812,5,17,C[ii]
1145184802,6,17,C[ii]
1299395379,7,17,C[ii]
1317011456,8,17,C[ii]
1355039812,9,17,C[ii]
1093315242,10,17,C[ii]
1188945373,11,17,C[ii]
1140850688,12,17,C[ii]
1127428915,13,17,C[ii]
1364546901,14,17,C[ii]
1094275345,15,17,C[ii]
1103206809,16,17,C[ii]
1160249344,17,17,C[ii]
1176362461,18,17,C[ii]
1265561326,19,17,C[ii]
1176082841,20,17,C[ii]
1179158664,21,17,C[ii]
1141969169,22,17,C[ii]
1193978538,23,17,C[ii]
1148120814,24,17,C[ii]
1177760563,25,17,C[ii]
1155950182,26,17,C[ii]
1117362585,27,17,C[ii]
1136376763,28,17,C[ii]
1136376763,29,17,C[ii]
1140850688,30,17,C[ii]
1185510047,31,17,C[ii]
1226334744,32,17,C[ii]
1272935334,33,17,C[ii]
1163433712,34,17,C[ii]
1268614828,35,17,C[ii]
0,1,18,C[ii]
0,2,18,C[ii]
0,3,18,C[ii]
0,4,18,C[ii]
0,5,18,C[ii]
0,6,18,C[ii]
0,7,18,C[ii]
0,8,18,C[ii]
0,9,18,C[ii]
0,10,18,C[ii]
0,11,18,C[ii]
0,12,18,C[ii]
0,13,18,C[ii]
0,14,18,C[ii]
19522046,15,18,C[ii]
16752631,16,18,C[ii]
17404893,17,18,C[ii]
18460044,18,18,C[ii]
17054254,19,18,C[ii]
3632473,20,18,C[ii]
15810158,21,18,C[ii]
20135116,22,18,C[ii]
18820300,23,18,C[ii]
5009672,24,18,C[ii]
4170811,25,18,C[ii]
3374976,26,18,C[ii]
8443938,27,18,C[ii]
5062092,28,18,C[ii]
3086574,29,18,C[ii]
3649420,30,18,C[ii]
3267366,31,18,C[ii]
3712344,32,18,C[ii]
3758756,33,18,C[ii]
3335259,34,18,C[ii]
3457881,35,18,C[ii]
13743895347,1,19,C[ii]
13743895347,2,19,C[ii]
13600729770,3,19,C[ii]
14388140441,4,19,C[ii]
14030226500,5,19,C[ii]
13457564194,6,19,C[ii]
13028067464,7,19,C[ii]
13457564194,8,19,C[ii]
15032385536,9,19,C[ii]
15032385536,10,19,C[ii]
14316557653,11,19,C[ii]
14316557653,12,19,C[ii]
14173392076,13,19,C[ii]
13887060923,14,19,C[ii]
14316557653,15,19,C[ii]
13743895347,16,19,C[ii]
11882742852,17,19,C[ii]
11310080546,18,19,C[ii]
14030226500,19,19,C[ii]
13743895347,20,19,C[ii]
13457564194,21,19,C[ii]
12025908428,22,19,C[ii]
14602888806,23,19,C[ii]
14746054382,24,19,C[ii]
15175551112,25,19,C[ii]
14602888806,26,19,C[ii]
14889219959,27,19,C[ii]
14316557653,28,19,C[ii]
14316557653,29,19,C[ii]
13169403398,30,19,C[ii]
13190580163,31,19,C[ii]
12856983352,32,19,C[ii]
12987739500,33,19,C[ii]
12547803068,34,19,C[ii]
12882788988,35,19,C[ii]
7730941132,1,0,C[i]
6943530461,2,0,C[i]
7229861614,3,0,C[i]
6979321856,4,0,C[i]
7480401373,5,0,C[i]
7194070220,6,0,C[i]
7444609979,7,0,C[i]
8017272285,8,0,C[i]
7516192768,9,0,C[i]
7695149738,10,0,C[i]
7730941132,11,0,C[i]
8088855074,12,0,C[i]
8232020650,13,0,C[i]
7587775556,14,0,C[i]
15175551112,15,0,C[i]
16141918754,16,0,C[i]
14567097412,17,0,C[i]
14388140441,18,0,C[i]
13887060923,19,0,C[i]
15139759718,20,0,C[i]
15175551112,21,0,C[i]
15318716689,22,0,C[i]
14423931835,23,0,C[i]
14101809288,24,0,C[i]
13385981405,25,0,C[i]
15132601439,26,0,C[i]
14352349047,27,0,C[i]
13851269529,28,0,C[i]
14674471594,29,0,C[i]
15383068966,30,0,C[i]
14015253226,31,0,C[i]
14740941547,32,0,C[i]
15255163290,33,0,C[i]
15492033014,34,0,C[i]
14559262753,35,0,C[i]
20615843020,1,1,C[i]
20615843020,2,1,C[i]
21188505326,3,1,C[i]
21188505326,4,1,C[i]
21188505326,5,1,C[i]
21188505326,6,1,C[i]
21761167633,7,1,C[i]
21761167633,8,1,C[i]
21188505326,9,1,C[i]
21761167633,10,1,C[i]
21761167633,11,1,C[i]
21188505326,12,1,C[i]
20615843020,13,1,C[i]
21761167633,14,1,C[i]
21761167633,15,1,C[i]
22906492245,16,1,C[i]
21761167633,17,1,C[i]
21761167633,18,1,C[i]
21761167633,19,1,C[i]
22333829939,20,1,C[i]
22906492245,21,1,C[i]
23479154551,22,1,C[i]
21761167633,23,1,C[i]
21761167633,24,1,C[i]
22333829939,25,1,C[i]
22906492245,26,1,C[i]
22906492245,27,1,C[i]
21761167633,28,1,C[i]
22333829939,29,1,C[i]
22551240571,30,1,C[i]
23421939721,31,1,C[i]
22001658404,32,1,C[i]
22090706218,33,1,C[i]
22680243725,34,1,C[i]
22744815857,35,1,C[i]
644524714,1,2,C[i]
649837499,2,2,C[i]
674164462,3,2,C[i]
676681045,4,2,C[i]
732045858,5,2,C[i]
686188134,6,2,C[i]
686188134,7,2,C[i]
660463069,8,2,C[i]
731486617,9,2,C[i]
680595729,10,2,C[i]
668851677,11,2,C[i]
653752183,12,2,C[i]
675562564,13,2,C[i]
658785348,14,2,C[i]
765041049,15,2,C[i]
690102818,16,2,C[i]
699609907,17,2,C[i]
671088640,18,2,C[i]
756093201,19,2,C[i]
857874978,20,2,C[i]
740434466,21,2,C[i]
662140791,22,2,C[i]
754974720,23,2,C[i]
716387123,24,2,C[i]
742671428,25,2,C[i]
963012198,26,2,C[i]
947353463,27,2,C[i]
952945868,28,2,C[i]
999922073,29,2,C[i]
971195202,30,2,C[i]
751535898,31,2,C[i]
658231663,32,2,C[i]
1121596867,33,2,C[i]
1260599104,34,2,C[i]
1113585574,35,2,C[i]
6871947673,1,3,C[i]
7194070220,2,3,C[i]
6764573491,3,3,C[i]
7229861614,4,3,C[i]
5118169361,5,3,C[i]
6943530461,6,3,C[i]
7766732526,7,3,C[i]
7265653009,8,3,C[i]
6621407914,9,3,C[i]
6836156279,10,3,C[i]
6227702579,11,3,C[i]
6836156279,12,3,C[i]
6406659549,13,3,C[i]
6728782097,14,3,C[i]
6764573491,15,3,C[i]
6621407914,16,3,C[i]
6585616520,17,3,C[i]
6227702579,18,3,C[i]
7587775556,19,3,C[i]
4867629602,20,3,C[i]
6442450944,21,3,C[i]
7229861614,22,3,C[i]
